Timestamp,System_Uptime,State,EAR,MAR,Pitch,Yaw,Roll,Risk,Attention,Blink_Count,Yawn_Count,Alert_Active,Latency_MS
2026-05-29 11:46:34,31.94,CALIBRATING,0.162,0.626,51.7,19.4,89.0,0.08,100.0,1,0,0,125.62
2026-05-29 11:46:35,33.08,CALIBRATING,0.217,0.593,53.3,-4.4,-89.0,0.06,100.0,1,0,0,120.73
2026-05-29 11:46:36,34.18,CALIBRATING,0.222,0.597,53.9,-6.5,89.0,0.06,100.0,1,0,0,120.30
2026-05-29 11:46:37,35.28,CALIBRATING,0.255,0.605,52.1,-47.4,-89.0,0.05,100.0,1,0,0,119.66
2026-05-29 11:47:21,7.39,CALIBRATING,0.000,0.000,0.0,0.0,0.0,0.40,100.0,0,0,0,82.23
2026-05-29 11:47:22,8.43,CALIBRATING,0.000,0.000,0.0,0.0,0.0,0.40,100.0,0,0,0,61.95
2026-05-29 11:47:23,9.46,CALIBRATING,0.000,0.000,0.0,0.0,0.0,0.40,100.0,0,0,0,57.25
2026-05-29 11:47:25,11.88,CALIBRATING,0.245,0.637,52.1,46.2,89.0,0.29,100.0,0,0,0,80.72
2026-05-29 11:47:26,13.13,CALIBRATING,0.196,0.617,53.2,3.2,89.0,0.22,100.0,0,0,0,93.93
2026-05-29 11:47:27,14.13,CALIBRATING,0.185,0.618,52.4,5.3,89.0,0.32,100.0,0,0,0,106.28
2026-05-29 11:47:28,15.31,CALIBRATING,0.232,0.627,50.5,2.9,89.0,0.29,100.0,1,0,0,120.16
2026-05-29 11:47:30,16.47,CALIBRATING,0.261,0.630,50.5,-2.8,89.0,0.20,100.0,1,0,0,134.25
2026-05-29 11:47:31,17.48,CALIBRATING,0.296,0.643,50.5,-3.5,89.0,0.15,100.0,1,0,0,146.60
2026-05-29 11:47:32,18.65,CALIBRATING,0.238,0.642,51.1,-3.9,89.0,0.11,100.0,1,0,0,161.05
2026-05-29 11:47:33,19.80,CALIBRATING,0.242,0.637,51.5,-3.1,89.0,0.09,100.0,1,0,0,174.67
2026-05-29 11:47:34,20.88,CALIBRATING,0.235,0.638,51.5,-2.7,89.0,0.08,100.0,1,0,0,188.33
2026-05-29 11:47:35,22.01,CALIBRATING,0.235,0.633,51.7,-2.5,89.0,0.07,100.0,1,0,0,201.60
2026-05-29 11:47:36,23.20,CALIBRATING,0.228,0.634,51.7,-2.3,89.0,0.06,100.0,1,0,0,216.48
2026-05-29 11:47:38,24.35,CALIBRATING,0.234,0.633,51.7,-3.3,89.0,0.05,100.0,1,0,0,191.04
2026-05-29 11:47:39,25.39,ATTENTIVE,0.247,0.629,51.8,-2.4,89.0,0.05,97.9,1,0,0,192.22
2026-05-29 11:47:40,26.43,FATIGUED,0.221,0.627,52.0,-2.2,89.0,0.04,92.5,1,0,0,193.23
2026-05-29 11:47:41,27.51,FATIGUED,0.187,0.618,47.2,20.0,-89.0,0.05,87.7,1,0,0,194.67
2026-05-29 11:47:42,28.53,FATIGUED,0.205,0.596,40.3,23.0,-89.0,0.05,82.3,1,0,0,195.50
2026-05-29 11:47:43,29.60,FATIGUED,0.199,0.579,39.8,22.3,-89.0,0.05,80.3,1,0,0,196.43
2026-05-29 11:47:44,30.78,FATIGUED,0.218,0.584,40.6,23.6,-89.0,0.04,73.9,1,0,0,196.91
2026-05-29 11:47:45,31.79,FATIGUED,0.255,0.600,43.0,7.3,-89.0,0.03,68.7,1,0,0,198.14
2026-05-29 11:47:46,32.89,FATIGUED,0.244,0.620,52.0,-10.7,89.0,0.03,63.4,1,0,0,200.64
2026-05-29 11:47:47,34.03,FATIGUED,0.210,0.625,54.4,-5.0,89.0,0.03,58.2,1,0,0,203.89
2026-05-29 11:47:48,35.11,FATIGUED,0.154,0.662,52.7,-6.1,89.0,0.13,50.0,1,0,0,206.33
2026-05-29 11:47:49,36.18,FATIGUED,0.209,0.665,51.9,5.3,-89.0,0.17,31.7,2,0,0,206.72
2026-05-29 11:47:50,37.15,FATIGUED,0.225,0.614,49.9,7.2,-89.0,0.10,26.3,2,0,0,203.31
2026-05-29 11:47:51,38.20,FATIGUED,0.129,0.541,49.5,11.9,89.0,0.09,23.0,2,0,0,200.20
2026-05-29 11:47:53,39.43,FATIGUED,0.214,0.556,52.3,4.8,-89.0,0.06,18.1,2,0,0,200.18
2026-05-29 11:47:54,40.50,FATIGUED,0.253,0.614,50.6,3.9,-89.0,0.05,12.7,2,0,0,200.89
2026-05-29 11:47:55,41.67,FATIGUED,0.258,0.614,50.5,2.9,-89.0,0.04,9.7,2,0,0,199.18
2026-05-29 11:47:56,42.82,FATIGUED,0.264,0.610,50.9,3.3,-89.0,0.03,3.3,2,0,0,198.60
2026-05-29 11:47:57,44.03,FATIGUED,0.261,0.611,50.7,1.8,-89.0,0.03,0.0,2,0,0,198.57
2026-05-29 11:47:58,45.17,FATIGUED,0.269,0.614,51.1,1.1,-89.0,0.02,0.0,2,0,0,195.26
2026-05-29 11:48:00,46.37,FATIGUED,0.251,0.618,51.3,-10.9,-89.0,0.02,0.0,2,0,0,193.01
2026-05-29 11:48:01,47.36,FATIGUED,0.249,0.631,51.7,-8.2,-89.0,0.01,0.0,2,0,0,191.70
2026-05-29 11:48:02,48.59,FATIGUED,0.245,0.635,51.9,-9.6,-89.0,0.01,0.0,2,0,0,190.97
2026-05-29 11:48:03,49.63,FATIGUED,0.242,0.639,51.2,-9.9,-89.0,0.01,0.0,2,0,0,194.67
2026-05-29 11:48:04,50.79,FATIGUED,0.267,0.649,50.7,-8.7,-89.0,0.01,0.0,2,0,0,197.17
2026-05-29 11:48:05,51.87,FATIGUED,0.272,0.730,52.8,-7.7,89.0,0.01,0.0,2,0,0,197.96
2026-05-29 11:48:06,52.95,FATIGUED,0.253,0.820,54.7,-4.0,89.0,0.02,0.0,2,0,0,198.93
2026-05-29 11:48:07,53.97,FATIGUED,0.242,0.855,55.4,-3.6,-89.0,0.03,0.0,2,0,0,199.63
2026-05-29 11:48:08,55.07,FATIGUED,0.237,0.890,55.5,-3.2,89.0,0.09,0.0,2,0,0,202.18
2026-05-29 11:48:09,56.17,FATIGUED,0.231,0.902,55.9,-3.0,89.0,0.19,0.0,2,0,0,203.32
2026-05-29 11:48:10,57.28,DROWSY,0.222,0.919,56.1,-3.6,89.0,0.24,0.0,2,0,0,206.01
2026-05-29 11:48:12,58.34,DROWSY,0.224,0.954,56.1,-3.4,89.0,0.27,0.0,2,0,0,207.25
2026-05-29 11:48:13,59.42,DROWSY,0.227,0.961,55.9,-2.2,89.0,0.29,0.0,2,0,1,208.65
2026-05-29 11:48:14,60.60,DROWSY,0.241,0.841,52.6,3.3,-89.0,0.30,0.0,2,0,1,211.20
2026-05-29 11:48:15,61.77,DROWSY,0.275,0.677,47.3,3.7,-89.0,0.21,0.0,2,1,0,213.77
2026-05-29 11:48:16,62.78,DROWSY,0.295,0.638,46.0,3.8,-89.0,0.16,0.0,2,1,0,216.71
2026-05-29 11:48:17,63.82,FATIGUED,0.300,0.659,46.3,2.7,-89.0,0.11,0.0,2,1,0,217.67
2026-05-29 11:48:18,64.83,FATIGUED,0.296,0.665,46.1,4.4,-89.0,0.09,0.0,2,1,0,217.77
2026-05-29 11:48:19,66.03,FATIGUED,0.295,0.634,43.6,26.1,-89.0,0.06,0.0,2,1,0,216.07
2026-05-29 11:48:20,67.22,FATIGUED,0.311,0.588,41.9,30.7,-89.0,0.04,0.0,2,1,0,215.45
2026-05-29 11:48:21,68.28,FATIGUED,0.320,0.553,41.6,31.2,-89.0,0.02,0.0,2,1,0,214.40
2026-05-29 11:48:22,69.29,FATIGUED,0.325,0.512,41.8,31.1,-89.0,0.01,0.0,2,1,0,213.34
2026-05-29 11:48:24,70.34,FATIGUED,0.266,0.554,46.9,-14.5,-89.0,0.01,0.0,2,1,0,212.27
2026-05-29 11:48:25,71.44,FATIGUED,0.261,0.642,47.6,-30.3,-89.0,0.00,0.0,2,1,0,213.03
2026-05-29 11:48:26,72.46,FATIGUED,0.262,0.633,40.8,89.0,-89.0,0.00,0.0,2,1,0,212.12
2026-05-29 11:48:27,73.52,FATIGUED,0.183,0.600,31.8,89.0,-89.0,0.01,0.0,2,1,0,209.95
2026-05-29 11:48:28,74.53,FATIGUED,0.189,0.614,33.4,-7.4,-89.0,0.16,0.0,2,1,0,207.79
2026-05-29 11:48:29,75.76,FATIGUED,0.289,0.634,34.7,-5.7,-89.0,0.22,0.0,3,1,0,204.38
2026-05-29 11:48:30,76.77,FATIGUED,0.284,0.621,43.6,2.6,-89.0,0.33,0.0,3,1,0,203.62
2026-05-29 11:48:31,77.78,MICROSLEEP,0.231,0.599,55.0,20.3,89.0,0.38,0.0,3,1,0,204.13
2026-05-29 11:48:32,78.99,MICROSLEEP,0.202,0.589,60.3,15.8,89.0,0.15,0.0,3,1,0,204.12
2026-05-29 11:48:33,80.16,FATIGUED,0.147,0.610,62.2,14.3,89.0,0.22,0.0,3,1,0,203.21
2026-05-29 11:48:35,81.34,FATIGUED,0.114,0.624,63.7,8.3,89.0,0.33,0.0,3,1,0,202.79
2026-05-29 11:48:36,82.54,FATIGUED,0.171,0.626,57.3,1.8,-89.0,0.40,0.0,3,1,0,201.96
2026-05-29 11:48:37,83.76,FATIGUED,0.215,0.633,51.6,1.2,-89.0,0.27,0.0,4,1,0,200.14
2026-05-29 11:48:38,84.79,FATIGUED,0.244,0.646,51.7,1.8,-89.0,0.15,0.0,4,1,0,200.08
2026-05-29 11:48:39,85.89,FATIGUED,0.258,0.645,51.4,0.0,-89.0,0.09,0.0,4,1,0,200.96
2026-05-29 11:48:40,86.94,FATIGUED,0.261,0.642,51.3,-0.8,-89.0,0.07,0.0,4,1,0,201.45
2026-05-29 11:48:41,87.96,FATIGUED,0.264,0.648,51.3,-0.2,-89.0,0.06,0.0,4,1,0,201.78
2026-05-29 11:48:42,89.00,FATIGUED,0.266,0.652,51.5,0.6,-89.0,0.05,0.0,4,1,0,201.55
2026-05-29 11:48:43,90.11,FATIGUED,0.258,0.649,51.6,1.0,-89.0,0.05,0.0,4,1,0,203.33
2026-05-29 11:48:45,91.56,FATIGUED,0.262,0.642,52.0,1.1,-89.0,0.05,0.0,4,1,0,209.17
2026-05-29 11:48:46,92.66,FATIGUED,0.273,0.646,52.3,-0.4,-89.0,0.05,0.0,4,1,0,215.18
2026-05-29 11:48:47,94.11,FATIGUED,0.248,0.665,52.0,-3.7,-89.0,0.05,0.0,4,1,0,223.52
2026-05-29 11:48:48,95.22,FATIGUED,0.242,0.681,50.8,-3.2,-89.0,0.05,0.0,4,1,0,233.18
2026-05-29 11:48:49,96.21,FATIGUED,0.239,0.682,50.0,-3.1,-89.0,0.05,0.0,4,1,0,240.15
2026-05-29 11:48:51,97.40,FATIGUED,0.260,0.666,49.8,-3.1,-89.0,0.05,0.0,4,1,0,250.55
2026-05-29 11:48:52,98.42,FATIGUED,0.252,0.640,49.7,-4.4,-89.0,0.05,0.0,4,1,0,257.18
2026-05-29 11:48:53,99.80,FATIGUED,0.259,0.620,50.1,-2.6,-89.0,0.05,0.0,4,1,0,266.55
2026-05-29 11:48:54,100.82,FATIGUED,0.254,0.624,51.4,7.9,-89.0,0.05,0.0,4,1,0,270.69
2026-05-29 11:48:55,101.99,FATIGUED,0.248,0.610,51.4,11.0,-89.0,0.05,0.0,4,1,0,272.37
2026-05-29 11:48:56,103.20,FATIGUED,0.292,0.575,50.1,9.7,-89.0,0.05,0.0,4,1,0,274.22
2026-05-29 11:48:58,104.43,FATIGUED,0.294,0.567,49.8,8.7,-89.0,0.05,0.0,4,1,0,277.17
2026-05-29 11:48:59,105.51,FATIGUED,0.292,0.581,49.5,7.7,-89.0,0.05,0.0,4,1,0,278.99
2026-05-29 11:49:00,106.86,FATIGUED,0.314,0.595,49.6,7.3,-89.0,0.05,0.0,4,1,0,280.38
2026-05-29 11:49:01,107.90,FATIGUED,0.313,0.596,49.8,7.2,-89.0,0.05,0.0,4,1,0,281.98
2026-05-29 11:49:02,108.95,FATIGUED,0.318,0.593,50.1,7.7,-89.0,0.05,0.0,4,1,0,280.27
2026-05-29 11:49:03,110.28,FATIGUED,0.316,0.588,50.2,7.8,-89.0,0.05,0.0,4,1,0,279.76
2026-05-29 11:49:05,111.66,FATIGUED,0.297,0.596,50.0,5.6,-89.0,0.05,0.0,4,1,0,286.42
2026-05-29 11:49:06,112.93,FATIGUED,0.275,0.606,49.2,4.8,-89.0,0.05,0.0,4,1,0,289.80
2026-05-29 11:49:07,114.25,FATIGUED,0.238,0.630,49.7,5.8,-89.0,0.05,0.0,4,1,0,293.12
2026-05-29 11:49:09,115.47,FATIGUED,0.221,0.643,50.5,4.4,-89.0,0.04,0.0,4,1,0,296.51
2026-05-29 11:49:10,116.72,FATIGUED,0.212,0.658,50.6,-2.1,-89.0,0.04,0.0,4,1,0,297.81
2026-05-29 11:49:11,117.96,FATIGUED,0.232,0.658,50.1,-1.8,-89.0,0.04,0.0,4,1,0,302.00
2026-05-29 11:49:12,119.20,FATIGUED,0.225,0.668,48.9,-1.9,-89.0,0.04,0.0,4,1,0,305.48
2026-05-29 11:49:14,120.42,FATIGUED,0.228,0.679,48.3,-3.2,-89.0,0.04,0.0,4,1,0,313.55
2026-05-29 11:49:15,121.83,FATIGUED,0.219,0.687,47.8,-3.0,-89.0,0.04,0.0,4,1,0,324.26
2026-05-29 11:49:16,123.01,FATIGUED,0.242,0.677,47.6,-4.1,-89.0,0.04,0.0,4,1,0,332.72
2026-05-29 11:49:17,124.19,FATIGUED,0.250,0.675,47.5,-4.6,-89.0,0.04,0.0,4,1,0,340.38
2026-05-29 11:49:19,125.44,FATIGUED,0.254,0.661,47.6,-2.5,-89.0,0.03,0.0,4,1,0,349.06
2026-05-29 11:49:20,126.64,FATIGUED,0.259,0.657,47.8,-3.5,-89.0,0.03,0.0,4,1,0,356.10
2026-05-29 11:49:21,127.82,FATIGUED,0.266,0.652,47.2,-4.0,-89.0,0.02,0.0,4,1,0,364.98
2026-05-29 11:49:22,129.07,FATIGUED,0.278,0.648,46.7,-3.9,-89.0,0.02,0.0,4,1,0,374.83
2026-05-29 11:49:24,130.80,FATIGUED,0.279,0.641,46.4,-4.0,-89.0,0.01,0.0,4,1,0,383.30
2026-05-29 11:49:25,131.41,FATIGUED,0.278,0.640,46.2,-3.7,-89.0,0.01,0.0,4,1,0,396.49
2026-05-29 11:49:26,132.65,FATIGUED,0.272,0.642,46.4,-3.6,-89.0,0.01,0.0,4,1,0,405.20
2026-05-29 11:49:27,133.80,FATIGUED,0.268,0.648,46.9,-3.1,-89.0,0.00,0.0,4,1,0,412.50
2026-05-29 11:49:28,135.00,FATIGUED,0.266,0.661,47.0,-2.5,-89.0,0.00,0.0,4,1,0,419.37
2026-05-29 11:49:29,136.20,FATIGUED,0.265,0.667,47.1,-2.4,-89.0,0.00,0.0,4,1,0,421.24
2026-05-29 11:49:31,137.50,FATIGUED,0.259,0.672,47.2,-3.0,-89.0,0.00,0.0,4,1,0,419.93
2026-05-29 11:49:32,138.77,FATIGUED,0.252,0.672,47.5,-3.3,-89.0,0.00,0.0,4,1,0,419.46
2026-05-29 11:49:33,140.04,FATIGUED,0.256,0.670,47.6,-3.2,-89.0,0.00,0.0,4,1,0,419.14
2026-05-29 11:49:34,141.29,FATIGUED,0.266,0.663,47.6,-2.1,-89.0,0.00,0.0,4,1,0,420.02
2026-05-29 11:49:36,142.50,FATIGUED,0.271,0.619,47.2,5.5,-89.0,0.00,0.0,4,1,0,419.23
2026-05-29 11:49:37,143.80,FATIGUED,0.274,0.583,48.6,10.3,-89.0,0.00,0.0,4,1,0,420.65
2026-05-29 11:49:38,145.06,FATIGUED,0.260,0.560,50.5,-89.0,89.0,0.00,0.0,4,1,0,420.69
2026-05-29 11:49:40,146.37,FATIGUED,0.261,0.571,48.5,7.2,-89.0,0.00,0.0,4,1,0,421.22
2026-05-29 11:49:41,147.64,FATIGUED,0.277,0.579,46.3,7.2,-89.0,0.00,0.0,4,1,0,419.86
2026-05-29 11:49:42,148.91,FATIGUED,0.289,0.578,47.3,13.8,-89.0,0.00,0.0,4,1,0,421.06
2026-05-29 11:49:43,150.18,FATIGUED,0.268,0.600,47.2,-89.0,-89.0,0.00,0.0,4,1,0,422.61
2026-05-29 11:49:45,151.50,FATIGUED,0.269,0.609,46.4,4.0,89.0,0.00,0.0,4,1,0,423.46
2026-05-29 11:49:46,152.52,FATIGUED,0.276,0.644,46.6,-25.5,-89.0,0.00,0.0,4,1,0,421.08
2026-05-29 11:49:47,153.80,FATIGUED,0.299,0.695,45.6,-30.8,-89.0,0.01,0.0,4,1,0,423.00
2026-05-29 11:49:48,155.02,FATIGUED,0.310,0.720,43.3,-29.6,-89.0,0.01,0.0,4,1,0,422.63
2026-05-29 11:49:50,156.36,FATIGUED,0.315,0.740,45.6,-26.9,-89.0,0.01,0.0,4,1,0,412.79
2026-05-29 11:49:51,157.56,FATIGUED,0.306,0.716,46.7,-29.8,-89.0,0.01,0.0,4,1,0,412.85
2026-05-29 11:49:52,158.81,FATIGUED,0.299,0.680,46.9,-30.2,-89.0,0.01,0.0,4,1,0,413.16
2026-05-29 11:49:53,160.05,FATIGUED,0.299,0.645,45.6,-19.3,-89.0,0.01,0.0,4,1,0,413.64
2026-05-29 11:49:55,161.36,FATIGUED,0.303,0.611,45.5,1.6,-89.0,0.01,0.0,4,1,0,415.67
2026-05-29 11:49:56,162.63,FATIGUED,0.303,0.599,47.6,5.4,-89.0,0.02,0.0,4,1,0,415.36
2026-05-29 11:49:57,163.89,FATIGUED,0.292,0.596,49.2,7.1,-89.0,0.02,0.0,4,1,0,415.85
2026-05-29 11:49:59,165.32,FATIGUED,0.325,0.513,49.0,21.8,-89.0,0.02,0.0,4,1,0,410.91
2026-05-29 11:50:00,166.67,FATIGUED,0.360,0.424,47.4,4.7,-89.0,0.02,0.0,4,1,0,412.42
2026-05-29 11:50:01,168.04,FATIGUED,0.355,0.352,46.6,13.3,-89.0,0.02,0.0,4,1,0,415.19
2026-05-29 11:50:03,169.32,FATIGUED,0.282,0.355,45.7,-15.0,-89.0,0.02,0.0,4,1,0,414.93
2026-05-29 11:50:04,170.79,FATIGUED,0.272,0.457,44.6,-8.2,-89.0,0.02,0.0,4,1,0,418.81
2026-05-29 11:50:05,172.06,FATIGUED,0.289,0.540,43.9,-7.7,-89.0,0.02,0.0,4,1,0,417.57
2026-05-29 11:50:06,173.25,FATIGUED,0.304,0.626,43.0,89.0,-89.0,0.02,0.0,4,1,0,417.11
2026-05-29 11:50:08,174.40,FATIGUED,0.300,0.604,42.3,1.0,-89.0,0.02,0.0,4,1,0,415.04
2026-05-29 11:50:09,175.62,FATIGUED,0.303,0.585,45.4,2.0,-89.0,0.01,0.0,4,1,0,414.13
2026-05-29 11:50:37,8.94,CALIBRATING,0.278,0.645,51.2,3.9,-89.0,0.00,100.0,0,0,0,2406.57
2026-05-29 11:50:38,10.11,CALIBRATING,0.245,0.640,51.3,5.8,89.0,0.00,100.0,0,0,0,511.26
2026-05-29 11:50:39,11.25,CALIBRATING,0.201,0.643,51.5,5.7,89.0,0.00,100.0,0,0,0,362.65
2026-05-29 11:50:40,12.47,CALIBRATING,0.216,0.642,51.1,3.2,89.0,0.19,100.0,0,0,0,311.06
2026-05-29 11:50:41,13.64,CALIBRATING,0.256,0.643,50.6,1.3,89.0,0.11,100.0,1,0,0,282.96
2026-05-29 11:50:43,14.78,CALIBRATING,0.269,0.642,50.4,3.5,89.0,0.07,100.0,1,0,0,265.00
2026-05-29 11:50:44,15.97,CALIBRATING,0.256,0.643,50.7,4.1,89.0,0.05,100.0,1,0,0,252.79
2026-05-29 11:50:45,17.14,CALIBRATING,0.252,0.641,50.6,4.0,89.0,0.04,100.0,1,0,0,244.78
2026-05-29 11:50:46,18.18,CALIBRATING,0.259,0.636,50.6,4.5,89.0,0.04,100.0,1,0,0,240.70
2026-05-29 11:50:47,19.26,CALIBRATING,0.253,0.638,50.7,4.3,89.0,0.03,100.0,1,0,0,237.76
2026-05-29 11:50:48,20.39,CALIBRATING,0.253,0.643,50.6,2.0,89.0,0.03,100.0,1,0,0,236.32
2026-05-29 11:50:49,21.62,ATTENTIVE,0.261,0.643,50.5,3.0,89.0,0.03,97.9,1,0,0,201.52
2026-05-29 11:50:51,22.75,FATIGUED,0.267,0.639,50.9,3.4,89.0,0.02,92.7,1,0,0,204.49
2026-05-29 11:50:52,23.84,FATIGUED,0.257,0.637,50.7,3.9,89.0,0.02,87.5,1,0,0,207.33
2026-05-29 11:50:53,24.97,FATIGUED,0.237,0.645,51.1,0.2,89.0,0.02,82.4,1,0,0,209.22
2026-05-29 11:50:54,26.16,FATIGUED,0.244,0.642,52.5,0.7,89.0,0.02,77.2,1,0,0,212.22
2026-05-29 11:50:55,27.19,FATIGUED,0.266,0.630,53.3,-1.8,-89.0,0.02,72.1,1,0,0,213.71
2026-05-29 11:50:56,28.36,FATIGUED,0.266,0.635,53.0,2.0,89.0,0.02,65.9,1,0,0,214.67
2026-05-29 11:50:57,29.54,FATIGUED,0.260,0.639,52.8,-2.5,89.0,0.02,59.8,1,0,0,214.00
2026-05-29 11:50:59,30.72,FATIGUED,0.257,0.632,52.4,0.0,89.0,0.02,53.6,1,0,0,214.10
2026-05-29 11:51:00,31.94,FATIGUED,0.249,0.637,52.1,-0.1,89.0,0.01,47.5,1,0,0,212.94
2026-05-29 11:51:01,33.06,FATIGUED,0.244,0.644,52.2,-0.3,89.0,0.01,42.4,1,0,0,212.96
2026-05-29 11:51:02,34.10,FATIGUED,0.247,0.644,52.2,-0.8,-89.0,0.01,37.3,1,0,0,210.81
2026-05-29 11:51:03,35.13,FATIGUED,0.262,0.663,52.6,2.1,89.0,0.01,32.2,1,0,0,208.70
2026-05-29 11:51:04,36.12,FATIGUED,0.270,0.666,52.5,0.5,89.0,0.01,27.1,1,0,0,206.52
2026-05-29 11:51:05,37.31,FATIGUED,0.264,0.649,52.2,2.1,89.0,0.01,21.0,1,0,0,204.15
2026-05-29 11:51:06,38.34,FATIGUED,0.244,0.642,51.9,0.0,89.0,0.01,15.9,1,0,0,201.29
2026-05-29 11:51:07,39.36,FATIGUED,0.225,0.644,51.4,-0.5,89.0,0.01,10.8,1,0,0,200.68
2026-05-29 11:51:08,40.56,FATIGUED,0.264,0.628,47.4,-0.3,89.0,0.01,4.7,1,0,0,200.95
2026-05-29 11:51:09,41.60,FATIGUED,0.297,0.615,39.9,-1.4,89.0,0.01,0.0,1,0,0,201.89
2026-05-29 11:51:10,42.61,FATIGUED,0.252,0.647,35.4,8.0,89.0,0.01,0.0,1,0,0,202.55
2026-05-29 11:51:12,43.72,FATIGUED,0.191,0.743,33.0,15.2,89.0,0.01,0.0,1,0,0,204.12
2026-05-29 11:51:13,44.78,FATIGUED,0.201,0.808,31.6,14.6,89.0,0.18,0.0,1,0,0,205.16
2026-05-29 11:51:14,45.90,FATIGUED,0.211,0.829,32.0,13.0,89.0,0.31,0.0,1,0,0,204.58
2026-05-29 11:51:15,47.01,MICROSLEEP,0.253,0.823,33.7,11.5,89.0,0.46,0.0,1,0,0,205.89
2026-05-29 11:51:16,48.12,MICROSLEEP,0.295,0.794,34.4,12.8,89.0,0.53,0.0,1,1,0,207.56
2026-05-29 11:51:17,49.21,MICROSLEEP,0.270,0.715,42.4,2.2,-89.0,0.49,0.0,1,1,0,209.17
2026-05-29 11:51:18,50.25,MICROSLEEP,0.240,0.622,52.7,-4.2,-89.0,0.47,0.0,1,1,1,209.99
2026-05-29 11:51:19,51.33,MICROSLEEP,0.225,0.595,54.5,-12.1,-89.0,0.26,0.0,1,1,0,210.58
2026-05-29 11:51:20,52.44,MICROSLEEP,0.220,0.535,53.9,-9.8,-89.0,0.14,0.0,1,1,0,212.28
2026-05-29 11:51:21,53.42,FATIGUED,0.215,0.485,52.9,-0.8,-89.0,0.08,0.0,1,1,0,212.49
2026-05-29 11:51:22,54.61,FATIGUED,0.232,0.515,52.1,-0.1,-89.0,0.05,0.0,1,1,0,211.58
2026-05-29 11:51:24,55.81,FATIGUED,0.233,0.528,51.8,-2.1,-89.0,0.03,0.0,1,1,0,210.70
2026-05-29 11:51:25,56.82,FATIGUED,0.232,0.523,51.6,-2.6,-89.0,0.01,0.0,1,1,0,209.13
2026-05-29 11:51:26,58.01,FATIGUED,0.234,0.525,51.4,-1.1,-89.0,0.01,0.0,1,1,0,207.78
2026-05-29 11:51:27,59.10,FATIGUED,0.236,0.541,51.2,-1.6,-89.0,0.00,0.0,1,1,0,206.24
2026-05-29 11:51:28,60.14,FATIGUED,0.241,0.578,51.2,-2.2,89.0,0.00,0.0,1,1,0,205.49
2026-05-29 11:51:29,61.15,FATIGUED,0.236,0.577,51.4,-2.2,89.0,0.00,0.0,1,1,0,204.16
2026-05-29 11:51:30,62.18,FATIGUED,0.249,0.580,51.1,3.0,89.0,0.00,0.0,1,1,0,203.15
